mean_percent_increase,median_percent_increase
3.474134764762089,3.474134764762088
3.9097147510603487,3.909714751060345
2.5387845551813393,2.5387845551813415
3.8028051727709484,3.802805172770949
3.964685449994793,3.9646854499947923
2.3582692776492573,2.358269277649259
3.5759863555921974,3.5759863555922013
2.448858911577907,2.4488589115779087
3.0434695784601193,3.043469578460119
2.2956658821026252,2.2956658821026252
3.782785564451491,3.7827855644514905
3.785075423698857,3.7850754236988586
3.4798497956164023,3.479849795616402
4.075109202064385,4.0751092020643895
3.3537714517482926,3.3537714517482917
4.076177173770827,4.076177173770827
2.9426302897235694,2.9426302897235708
3.3276300266634045,3.3276300266634036
2.701084057357145,2.7010840573571437
2.9969884093124843,2.9969884093124874
2.6813550763369456,2.6813550763369447
3.048331615644838,3.0483316156448383
3.744921887775939,3.7449218877759396
2.631280681896809,2.6312806818968117
3.921302587380575,3.921302587380577
3.1123212636577247,3.1123212636577238
3.6812414471455988,3.681241447145598
3.710191846273854,3.710191846273853
2.6977742804224647,2.69777428042246
3.1187823442312532,3.1187823442312554
3.6305067706819947,3.6305067706819907
2.9904957763093667,2.9904957763093707
3.2869111388640007,3.2869111388640038
3.4961374600106185,3.4961374600106154
3.3281168993591232,3.328116899359123
3.2097167101415387,3.2097167101415387
3.552337254391405,3.5523372543914062
2.910387196675171,2.9103871966751695
3.4845888077060443,3.4845888077060496
3.427780854150201,3.427780854150198
2.777167362621632,2.7771673626216336
3.9793720545313183,3.9793720545313205
4.052502059386613,4.052502059386613
3.59570504496763,3.5957050449676315
2.218028880503765,2.218028880503765
4.994727240276722,4.994727240276722
3.8488459990253747,3.8488459990253765
2.782474585516246,2.782474585516246
2.671981594515163,2.671981594515162
2.5238130318393774,2.523813031839373
4.469992938309505,4.469992938309504
2.614568726663991,2.6145687266639888
3.696484641068199,3.6964846410681966
2.8962756348008107,2.896275634800811
3.05029637042908,3.0502963704290815
3.5844434363075686,3.584443436307568
3.409748371050251,3.4097483710502536
2.654608028174915,2.654608028174917
2.0855032263488913,2.0855032263488917
4.107387114919395,4.107387114919393
3.13257162756803,3.132571627568029
3.6823600460902313,3.682360046090232
2.861858593021798,2.861858593021796
2.578549332440888,2.5785493324408866
3.544852219082474,3.5448522190824714
3.1285845364993263,3.1285845364993237
3.7349087052356196,3.7349087052356182
3.461253242781073,3.4612532427810763
4.975409982087613,4.975409982087616
2.967833187585036,2.967833187585037
2.2971161873740615,2.297116187374062
4.484963568225605,4.484963568225604
3.011319070035956,3.0113190700359582
2.647614477898893,2.647614477898893
3.713305612690663,3.7133056126906636
3.1462608954785445,3.1462608954785454
3.5805287862053086,3.5805287862053072
3.162689257637569,3.1626892576375676
2.87241243553461,2.872412435534609
3.075749653788728,3.0757496537887263
3.5528094356349524,3.5528094356349516
4.512277502630565,4.512277502630564
3.6555098034773486,3.655509803477349
3.97373358845808,3.9737335884580807
2.8549149043608577,2.8549149043608586
3.126471486510662,3.1264714865106615
3.441835679461849,3.4418356794618488
3.327760929771703,3.3277609297717077
4.59338436482308,4.593384364823077
3.3692937226325808,3.3692937226325825
2.971724351000823,2.9717243510008227
2.837392123674395,2.8373921236743938
3.178382868364286,3.1783828683642836
3.804252341933394,3.8042523419333927
3.168845500848093,3.1688455008480982
3.1792355294905827,3.1792355294905814
3.3221378600900917,3.3221378600900904
3.4928204914425574,3.4928204914425574
3.2106718080606735,3.2106718080606735
4.272735785393633,4.272735785393634
3.24071324733481,3.240713247334811
4.748519273654229,4.748519273654227
3.89814215540575,3.898142155405747
3.9009731631107183,3.900973163110719
3.5986649209339565,3.598664920933958
3.1751004937449667,3.1751004937449707
3.3522270835400523,3.3522270835400527
3.230845059458405,3.230845059458406
4.590533615022836,4.590533615022837
4.343769825037799,4.343769825037796
3.202681344198815,3.202681344198812
2.3903267703202857,2.3903267703202884
2.617261063077858,2.6172610630778568
3.9971993363403455,3.997199336340344
3.2074177269668045,3.2074177269667996
4.358510147239413,4.358510147239411
3.1443118121263454,3.144311812126344
2.8435109019841813,2.843510901984181
3.455613311417661,3.4556133114176633
4.22038723129532,4.220387231295321
2.704979434342485,2.70497943434248
3.155916577888869,3.1559165778888696
2.4975218568938273,2.4975218568938273
3.2150631627207815,3.2150631627207837
3.5488588829959924,3.548858882995991
3.37559691466153,3.375596914661528
3.249908039954653,3.2499080399546547
2.8812313653092883,2.881231365309287
3.425407693152882,3.4254076931528834
4.147071278748389,4.1470712787483865
4.26901166595868,4.269011665958679
4.828356455784614,4.828356455784619
3.120980659415082,3.1209806594150784
2.98112067923852,2.9811206792385176
3.3806414341525373,3.380641434152537
4.067377541544227,4.067377541544224
2.896602909126575,2.8966029091265786
3.5123419089132355,3.5123419089132337
3.7830459398527077,3.78304593985271
2.5066487987803927,2.506648798780394
2.860090990465649,2.8600909904656495
3.432418661171329,3.43241866117133
6.092992239569689,6.092992239569691
3.2297678314178353,3.229767831417837
2.7789683910839784,2.778968391083977
2.7774346312505975,2.777434631250599
2.745373936872564,2.745373936872566
2.9006116672876345,2.9006116672876336
3.9275045349630755,3.9275045349630737
2.86143667441396,2.861436674413961
2.663655258621313,2.663655258621314
5.111904623578758,5.111904623578763
4.345164118114391,4.345164118114388
2.8133053019341907,2.813305301934193
4.143164379531849,4.143164379531849
2.5337758474637533,2.533775847463756
3.614741807936466,3.6147418079364675
3.5257733229133645,3.525773322913366
2.968060627372201,2.968060627372199
3.960721361182254,3.9607213611822543
2.6429572921913267,2.642957292191326
3.3201030509370284,3.3201030509370266
3.7693608334373265,3.769360833437325
3.3485586308373043,3.348558630837304
3.507348622962096,3.5073486229620956
4.805806560542551,4.805806560542551
5.089941010047077,5.089941010047077
4.264700841535837,4.264700841535832
3.0105563650988283,3.010556365098828
3.625586292905956,3.6255862929059566
2.8174596573303408,2.8174596573303443
2.9897233079096126,2.989723307909609
2.880202358798474,2.8802023587984733
3.765495667541933,3.7654956675419324
2.942703114232575,2.942703114232578
5.91278983809259,5.912789838092591
3.093060874432959,3.0930608744329606
3.032188934059446,3.0321889340594463
2.727860575299344,2.7278605752993386
5.8445072214262295,5.84450722142623
2.8462561891622467,2.846256189162248
3.9730499567631035,3.973049956763101
3.753576519145804,3.753576519145804
4.205258453322906,4.205258453322905
2.5720007549394754,2.572000754939477
3.098365266657743,3.098365266657745
3.2691995277811032,3.2691995277811055
4.21487144070194,4.214871440701941
3.2795054826258307,3.279505482625831
4.194358449277957,4.194358449277951
2.6011960786730994,2.601196078673099
3.0470881306597772,3.0470881306597795
2.950030389916875,2.9500303899168747
5.699974855115605,5.69997485511561
3.205928041743734,3.205928041743734
3.5986302993633648,3.598630299363365
4.603793525472494,4.6037935254724935
2.7549531887365206,2.754953188736522
2.8235778368612685,2.823577836861267
3.3659954920049615,3.365995492004961
3.3205248663705116,3.320524866370511
3.2051167164331713,3.2051167164331718
3.596843058585401,3.596843058585402
3.7895749942348935,3.789574994234894
3.069499930507199,3.0694999305071993
3.644620041916408,3.6446200419164048
3.2705614235247507,3.270561423524749
3.3514415003337965,3.351441500333798
3.385769976789561,3.385769976789559
3.0157053470635113,3.0157053470635096
3.281986335345995,3.281986335345995
3.5003996343591086,3.5003996343591077
4.463659275644436,4.463659275644435
3.030660093551468,3.0306600935514676
3.874600570104278,3.8746005701042767
3.3563241692407737,3.356324169240774
2.408165829991617,2.4081658299916193
3.8979471455286916,3.8979471455286916
4.288317952699523,4.288317952699522
3.7993397293127504,3.7993397293127478
3.4641626956500158,3.464162695650016
3.1065436574796235,3.106543657479625
3.270091167977924,3.2700911679779243
4.388527622731365,4.388527622731367
4.377621497299206,4.377621497299204
3.5777252107133304,3.5777252107133304
2.3477086155484375,2.347708615548436
3.9128241463734876,3.91282414637349
4.196607708853686,4.196607708853687
2.6208426449876985,2.620842644987701
2.891701537983877,2.8917015379838777
2.754632523282398,2.7546325232823956
4.285091181547662,4.285091181547663
2.5036091099854105,2.5036091099854083
3.1625022934894034,3.1625022934894043
2.8026971615728526,2.8026971615728504
2.691525964263743,2.6915259642637435
4.105746593493661,4.105746593493665
4.5838936875934,4.583893687593399
2.4874753375878953,2.487475337587896
4.428938202777002,4.428938202777003
2.6298477208786575,2.6298477208786553
2.93378622081479,2.9337862208147882
4.355200336072971,4.35520033607297
4.657921994952945,4.657921994952947
3.5324495696563747,3.532449569656376
2.9159393930956625,2.915939393095659
3.1442787988296654,3.1442787988296654
3.4067999597779406,3.4067999597779393
3.9082616311275573,3.908261631127558
3.3598873914684044,3.3598873914684035
3.7062038104869877,3.706203810486989
2.9895370825114216,2.9895370825114216
3.1555880656927564,3.155588065692754
4.457343316157848,4.4573433161578455
2.692753770674489,2.692753770674485
5.55235102473647,5.5523510247364705
3.267971586525847,3.2679715865258503
4.5660499380664765,4.566049938066477
3.611288626447292,3.6112886264472905
3.2759422685933948,3.2759422685933925
2.609799989600051,2.609799989600049
4.064638867318635,4.064638867318635
4.394000273888732,4.394000273888734
5.0093766332396745,5.009376633239671
3.1109389312852507,3.110938931285251
3.293865900937611,3.2938659009376083
4.458100066134771,4.458100066134774
2.7589894992004336,2.7589894992004345
3.455750575136022,3.4557505751360216
3.924448985539677,3.9244489855396743
2.914871174667289,2.9148711746672884
5.6905954866364254,5.690595486636424
4.3731436076082675,4.373143607608268
2.605830470697902,2.605830470697903
3.2847894263214634,3.2847894263214616
3.8497103888264115,3.8497103888264146
3.5193592135291296,3.5193592135291274
4.309315528657892,4.309315528657892
3.116221112714683,3.1162211127146797
2.4501341462025894,2.4501341462025907
3.345694923884593,3.345694923884592
2.9102588918559165,2.910258891855916
3.1780560693102764,3.1780560693102755
2.6066032248707374,2.606603224870735
3.1082769991696044,3.1082769991696044
4.320934525335324,4.320934525335327
3.0787583128223197,3.0787583128223193
3.268031721690813,3.2680317216908135
3.7919567341884104,3.79195673418841
3.425774398807821,3.425774398807822
2.706685180609003,2.706685180609002
3.5826116554562577,3.5826116554562586
3.9563474485359897,3.9563474485359933
3.370630856907742,3.370630856907742
4.117197133412771,4.117197133412769
3.255006019035646,3.2550060190356485
3.0558013102117836,3.055801310211784
3.1261387394303672,3.126138739430366
4.3794810694691995,4.379481069469202
3.1824020442105154,3.1824020442105176
2.807761009867446,2.807761009867445
3.299664203220716,3.2996642032207157
4.147875183262838,4.147875183262835
3.7719300579117694,3.7719300579117707
4.254590412807198,4.254590412807198
3.6059238637700815,3.6059238637700783
3.0173124907091613,3.0173124907091626
3.87275893870409,3.8727589387040897
4.762244429970765,4.762244429970763
3.6837198758105028,3.6837198758105014
3.218395887648924,3.2183958876489216
3.3997753008709712,3.3997753008709726
4.86207320968933,4.8620732096893295
3.9294114751939104,3.9294114751939153
3.022007461674215,3.0220074616742165
3.740734901705464,3.740734901705464
2.634494548460693,2.6344945484606894
3.3401246572464918,3.340124657246492
4.323340783626009,4.323340783626009
4.318888180224202,4.318888180224205
2.990983178265235,2.9909831782652354
2.9545600672176953,2.954560067217695
3.628033596066236,3.628033596066234
2.898582310370235,2.8985823103702355
5.687255672523214,5.687255672523213
3.5540531192688927,3.5540531192688913
2.988890682288982,2.988890682288985
2.998183542611344,2.998183542611345
2.598219723452552,2.5982197234525533
2.6815347697618055,2.6815347697618055
3.185001427969283,3.1850014279692824
3.223930346989656,3.2239303469896545
2.9620934892987187,2.9620934892987196
3.13444888082017,3.1344488808201687
2.895744048136032,2.8957440481360317
2.3868526945691477,2.3868526945691473
2.6534838232320292,2.6534838232320244
2.9998688978627754,2.999868897862777
3.9384022596414483,3.9384022596414434
3.695479493209495,3.695479493209497
3.0350154855726683,3.0350154855726696
3.030356684449449,3.0303566844494467
2.387548197446378,2.3875481974463795
3.6190885450286863,3.6190885450286863
3.0236960182783417,3.0236960182783417
3.1968310466128353,3.1968310466128393
2.771457112960421,2.771457112960421
4.2951387695358685,4.295138769535868
2.927935260879433,2.927935260879433
3.8689834986046034,3.8689834986046048
2.98139205591872,2.9813920559187244
5.30414668995819,5.3041466899581895
3.301428632718764,3.3014286327187623
2.8037237664903287,2.803723766490325
3.0772309582966795,3.077230958296677
2.9447415739748712,2.9447415739748717
3.0130729625898582,3.0130729625898587
3.281508174503515,3.281508174503518
2.5972381272567566,2.597238127256758
3.3655513958945082,3.3655513958945096
3.946414785554593,3.9464147855545924
3.716690936635917,3.7166909366359167
3.6757224242226183,3.6757224242226205
2.720758510466208,2.7207585104662075
2.802273879074608,2.8022738790746056
5.0592964905796975,5.059296490579699
2.5007288109124812,2.50072881091248
2.6339331847928413,2.633933184792839
3.4153272089111106,3.415327208911111
4.1504086725252405,4.150408672525239
3.2020431465432697,3.20204314654327
2.9107380338699724,2.91073803386997
4.956834789022134,4.956834789022132
3.2318148412441654,3.2318148412441667
2.5887918827453062,2.5887918827453094
4.213582695276933,4.213582695276935
3.253863286601143,3.253863286601142
3.4366008964857744,3.436600896485776
3.353911206123622,3.3539112061236205
3.823662495870187,3.823662495870187
3.336670518319201,3.3366705183192007
4.052533088244577,4.052533088244577
4.685247267262035,4.685247267262037
3.1533700246546523,3.153370024654656
3.5393796622909033,3.5393796622909033
3.9050852554394897,3.9050852554394906
3.1476417222054915,3.1476417222054898
3.428462505878038,3.4284625058780382
3.19420268255012,3.1942026825501193
2.399092785163013,2.3990927851630097
3.618087561084359,3.6180875610843595
2.6258524778840155,2.6258524778840147
3.0177158954795282,3.01771589547953
3.026174076376178,3.0261740763761766
2.829190662058641,2.829190662058641
3.065881279183524,3.0658812791835244
2.8793944363480812,2.8793944363480835
3.5884794186264446,3.588479418626444
2.861039937851775,2.8610399378517757
3.221613976569543,3.221613976569543
3.6659153340354997,3.665915334035504
3.1857412631871855,3.1857412631871806
2.372071126434927,2.372071126434929
2.901957721315348,2.901957721315346
3.5832087446126963,3.5832087446126932
4.471973730358365,4.471973730358362
3.8511468522701633,3.851146852270162
3.5889700488325933,3.5889700488325955
3.762259545555095,3.7622595455550965
3.527028250228375,3.5270282502283745
2.796947516946412,2.7969475169464126
2.6909383109867293,2.6909383109867315
3.387352842972025,3.3873528429720223
3.30876340430155,3.3087634043015486
4.19008347194239,4.190083471942389
3.0453526051154474,3.045352605115448
3.6309812564168538,3.630981256416853
4.621318320904023,4.621318320904026
2.9591242734478667,2.9591242734478675
3.5763638037679466,3.5763638037679457
3.577938633423159,3.5779386334231598
3.7595249991133985,3.759524999113399
3.1569371168104197,3.15693711681042
2.880810936033661,2.8808109360336607
4.309124036624165,4.309124036624169
2.975016594054581,2.975016594054577
4.219558871043678,4.219558871043677
2.7535662895957276,2.753566289595727
4.145310483279595,4.145310483279598
3.8091605407898297,3.8091605407898292
3.377533889835421,3.3775338898354255
3.2384424693422074,3.2384424693422047
2.612271910760349,2.61227191076035
2.313009276879154,2.3130092768791517
4.0185408686700335,4.0185408686700335
2.9135492879426756,2.913549287942676
2.8405387879709223,2.840538787970922
2.8086010672008683,2.808601067200865
3.670336193505722,3.670336193505719
2.9874798057630056,2.987479805763007
4.403626173364612,4.4036261733646125
3.713400332308304,3.7134003323083045
2.5014705063434883,2.5014705063434888
5.113806810072501,5.1138068100725
4.511282244346898,4.5112822443469
3.106960767745994,3.1069607677459903
3.1256224511230193,3.1256224511230197
3.2131351481128942,3.213135148112893
5.258875305265041,5.25887530526504
3.6832484742081193,3.683248474208118
2.7937078803166506,2.7937078803166484
3.4837658943863423,3.4837658943863414
4.065102541133826,4.0651025411338235
3.27946172340114,3.2794617234011376
3.6145229053694448,3.6145229053694408
3.446869568375041,3.4468695683750417
3.9921147838649556,3.9921147838649564
2.9112812981616893,2.911281298161689
2.166485664636807,2.1664856646368063
2.4663038531006243,2.4663038531006247
2.8835566073494547,2.8835566073494574
3.2456042197515913,3.2456042197515895
3.5538074048044073,3.5538074048044077
3.758098147030001,3.7580981470300054
3.1526097650075076,3.152609765007508
3.6507573432972538,3.650757343297252
3.007398518142138,3.0073985181421388
3.086258053903618,3.0862580539036175
2.738274009962719,2.7382740099627196
4.349672428619148,4.349672428619149
3.0310679851501483,3.03106798515015
3.658724273270638,3.6587242732706375
3.3880364430763463,3.388036443076346
4.380867862534734,4.3808678625347355
3.4752452903082065,3.475245290308206
3.467417181735366,3.4674171817353647
3.855580511857727,3.8555805118577293
3.151622353777327,3.151622353777329
3.8641929106653126,3.864192910665313
2.898234771556703,2.8982347715566994
4.832337260840539,4.8323372608405375
2.4844401340439863,2.484440134043986
3.6385878309252138,3.6385878309252098
2.5438017377023057,2.543801737702306
4.132736047764769,4.1327360477647685
3.0400583804974204,3.0400583804974204
2.5912879297554787,2.591287929755479
2.904366267117421,2.90436626711742
3.523763488039227,3.5237634880392252
2.5964576965164645,2.596457696516465
3.8601130369597665,3.8601130369597625
3.5937101604280492,3.59371016042805
3.969472684589256,3.9694726845892525
3.164400421032029,3.1644004210320276
3.7547272784330428,3.754727278433042
3.7487697742947863,3.748769774294788
4.598761114429255,4.598761114429255
3.8583641036361875,3.858364103636187
3.070874243483484,3.0708742434834857
3.833200729438314,3.833200729438314
3.515366278441039,3.5153662784410393
2.9491226005688937,2.9491226005688906
4.247141595132334,4.247141595132334
3.40299442753315,3.402994427533151
3.334116442374059,3.334116442374059
2.908635906988288,2.9086359069882883
3.2948304583025045,3.2948304583025068
3.095445668925022,3.095445668925022
3.406214008764758,3.4062140087647585
3.4964074109458654,3.4964074109458654
4.360731411371368,4.360731411371368
3.182180476867678,3.182180476867676
3.027303782733785,3.0273037827337843
3.1520297655758145,3.152029765575816
2.8847903335882648,2.8847903335882643
2.6255271972535423,2.625527197253544
3.964017146686245,3.96401714668625
3.552298851602933,3.5522988516029326
3.5409539002368304,3.540953900236829
3.641548603498276,3.641548603498277
4.51084085749978,4.51084085749978
2.931182948396924,2.931182948396925
3.8511122082928115,3.851112208292811
3.4915731943045176,3.4915731943045163
3.4786910442628365,3.4786910442628374
3.4198438509193276,3.4198438509193263
3.768370892486978,3.7683708924869777
3.874730481222375,3.8747304812223726
3.6436320394910067,3.643632039491007
3.452080393916839,3.452080393916836
2.674644815765881,2.674644815765883
3.389108993328355,3.3891089933283554
3.0265180602009543,3.0265180602009556
3.3045919697285533,3.304591969728552
3.0154605474254463,3.015460547425448
4.3163324562579355,4.316332456257932
3.5527284954477025,3.5527284954477034
2.8032787962829366,2.8032787962829366
2.8940840714184035,2.894084071418404
3.0478383754829976,3.047838375482997
3.4694065728635604,3.4694065728635595
3.903643539951491,3.9036435399514966
3.3894010293408807,3.389401029340883
4.0509459514025385,4.05094595140254
4.186183628401435,4.186183628401435
4.558980655163079,4.55898065516308
3.576364564235568,3.5763645642355666
2.847638995287065,2.847638995287064
3.6072340502390774,3.6072340502390783
3.647938024735604,3.6479380247356046
3.5926099888658656,3.592609988865864
3.791040521329736,3.7910405213297356
3.1764700007921083,3.1764700007921074
4.858893949912585,4.8588939499125825
4.133390744218713,4.1333907442187146
2.576769743304582,2.57676974330458
3.3310610043051185,3.3310610043051208
3.420594918335658,3.4205949183356585
3.5266021176995284,3.526602117699529
3.7929887153902038,3.7929887153902078
4.892239245760378,4.89223924576038
2.9164466966232054,2.916446696623205
3.790065098665007,3.7900650986650093
2.9116350765523085,2.9116350765523054
2.7945982843334813,2.7945982843334805
2.5414903002326144,2.5414903002326144
2.867666460692579,2.8676664606925746
3.6516316453170314,3.6516316453170328
2.756478862729653,2.7564788627296553
2.583224269970883,2.5832242699708807
3.735367137512712,3.7353671375127115
2.8967534989141455,2.896753498914146
3.408269215437716,3.4082692154377137
4.984414566795231,4.984414566795234
3.4114910677677526,3.411491067767755
4.004494368277384,4.004494368277387
2.902896313346868,2.9028963133468704
5.26139405720275,5.26139405720275
3.3689657738715533,3.3689657738715546
3.6102820840303274,3.6102820840303256
3.0154770206294974,3.015477020629497
2.7174903796402714,2.717490379640272
3.579819642807967,3.5798196428079705
