mean_percent_increase_mean,mean_percent_increase_std,mean_percent_increase_p5,mean_percent_increase_p50,mean_percent_increase_p95,median_percent_increase_mean
3.401743098021333,0.6557320115764842,2.4748682946964404,3.3263682191555386,4.590625665026105,3.401743098021333
